UNITID,XSCUGRAD,SCUGRAD,XSCUGDGSK,SCUGDGSK,XSCUGNDGS,SCUGNDGS,XSCUGFFN,SCUGFFN,XSCUGFFP,SCUGFFP,XSCFA2,SCFA2,XSCFA2DG,SCFA2DG,XSCFA2ND,SCFA2ND,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFY2,SCFY2,XSCFY2DG,SCFY2DG,XSCFY2ND,SCFY2ND,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XUAGRNTN,UAGRNTN,XUAGRNTP,UAGRNTP,XUAGRNTT,UAGRNTT,XUAGRNTA,UAGRNTA,XUDGAGRNTN,UDGAGRNTN,XUDGAGRNTP,UDGAGRNTP,XUDGAGRNTT,UDGAGRNTT,XUDGAGRNTA,UDGAGRNTA,XUNDAGRNTN,UNDAGRNTN,XUNDAGRNTP,UNDAGRNTP,XUNDAGRNTT,UNDAGRNTT,XUNDAGRNTA,UNDAGRNTA,XUPGRNTN,UPGRNTN,XUPGRNTP,UPGRNTP,XUPGRNTT,UPGRNTT,XUPGRNTA,UPGRNTA,XUDGPGRNTN,UDGPGRNTN,XUDGPGRNTP,UDGPGRNTP,XUDGPGRNTT,UDGPGRNTT,XUDGPGRNTA,UDGPGRNTA,XUNDPGRNTN,UNDPGRNTN,XUNDPGRNTP,UNDPGRNTP,XUNDPGRNTT,UNDPGRNTT,XUNDPGRNTA,UNDPGRNTA,XUFLOANN,UFLOANN,XUFLOANP,UFLOANP,XUFLOANT,UFLOANT,XUFLOANA,UFLOANA,XUDGFLOANN,UDGFLOANN,XUDGFLOANP,UDGFLOANP,XUDGFLOANT,UDGFLOANT,XUDGFLOANA,UDGFLOANA,XUNDFLOANN,UNDFLOANN,XUNDFLOANP,UNDFLOANP,XUNDFLOANT,UNDFLOANT,XUNDFLOANA,UNDFLOANA,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XAIDFSIN,AIDFSIN,XAIDFSIP,AIDFSIP,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_T,AGRNT_T,XAGRNT_A,AGRNT_A,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_T,FGRNT_T,XFGRNT_A,FGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_T,PGRNT_T,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_T,OFGRT_T,XOFGRT_A,OFGRT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_T,SGRNT_T,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_T,IGRNT_T,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_T,LOAN_T,XLOAN_A,LOAN_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_T,FLOAN_T,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_T,OLOAN_T,XOLOAN_A,OLOAN_A,YEAR
226134,R,10192,R,5086,R,5106,R,1189,R,12,R,10192.0,R,5086.0,R,5106.0,R,1189.0,R,12.0,A,,A,,A,,A,,A,,R,4129,R,41,R,23706663,R,5742.0,R,4129,R,81,R,23706663,R,5742.0,R,0,R,0,R,0,A,,R,3946,R,39,R,21009636,R,5324.0,R,3503,R,69,R,18470134,R,5273.0,R,443,R,9,R,2539502,R,5733.0,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,1043.0,R,88.0,R,1043.0,R,88.0,R,1043.0,R,88.0,R,7340634.0,R,7038.0,R,987.0,R,83.0,R,6581792.0,R,6668.0,R,987.0,R,83.0,R,6442892.0,R,6528.0,R,293.0,R,25.0,R,138900.0,R,474.0,R,281.0,R,24.0,R,582236.0,R,2072.0,R,122.0,R,10.0,R,176606.0,R,1448.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,R,0.0,A,,2024
226152,R,7004,R,6502,R,502,R,1362,R,19,R,7004.0,R,6502.0,R,502.0,R,1362.0,R,19.0,A,,A,,A,,A,,A,,R,5763,R,82,R,56769843,R,9851.0,R,5706,R,88,R,56669075,R,9931.0,R,57,R,11,R,100768,R,1768.0,R,4518,R,65,R,26925765,R,5960.0,R,4510,R,69,R,26918651,R,5969.0,R,8,R,2,R,7114,R,889.0,R,1821,R,26,R,10459226,R,5744.0,R,1813,R,28,R,10378112,R,5724.0,R,8,R,2,R,81114,R,10139.0,R,1346.0,R,99.0,R,1346.0,R,99.0,R,1346.0,R,99.0,R,15177297.0,R,11276.0,R,1000.0,R,73.0,R,6415166.0,R,6415.0,R,1000.0,R,73.0,R,6306224.0,R,6306.0,R,212.0,R,16.0,R,108942.0,R,514.0,R,1042.0,R,77.0,R,5073924.0,R,4869.0,R,710.0,R,52.0,R,3688207.0,R,5195.0,R,176.0,R,13.0,R,779813.0,R,4431.0,R,176.0,R,13.0,R,764413.0,R,4343.0,R,2.0,R,0.0,R,15400.0,R,7700.0,2024
226204,R,8143,R,5118,R,3025,R,393,R,5,R,8143.0,R,5118.0,R,3025.0,R,393.0,R,5.0,A,,A,,A,,A,,A,,R,4028,R,49,R,13078818,R,3247.0,R,4028,R,79,R,13078818,R,3247.0,R,0,R,0,R,0,A,,R,2875,R,35,R,9564798,R,3327.0,R,2875,R,56,R,9564798,R,3327.0,R,0,R,0,R,0,A,,R,401,R,5,R,2283173,R,5694.0,R,401,R,8,R,2283173,R,5694.0,R,0,R,0,R,0,A,,R,376.0,R,96.0,R,376.0,R,96.0,R,376.0,R,96.0,R,1547748.0,R,4116.0,R,247.0,R,63.0,R,895177.0,R,3624.0,R,217.0,R,55.0,R,884177.0,R,4075.0,R,30.0,R,8.0,R,11000.0,R,367.0,R,81.0,R,21.0,R,187362.0,R,2313.0,R,243.0,R,62.0,R,465209.0,R,1914.0,R,16.0,R,4.0,R,82728.0,R,5171.0,R,16.0,R,4.0,R,82728.0,R,5171.0,R,0.0,R,0.0,R,0.0,A,,2024
226408,R,4961,R,3344,R,1617,R,454,R,9,R,4961.0,R,3344.0,R,1617.0,R,454.0,R,9.0,A,,A,,A,,A,,A,,R,2050,R,41,R,9674675,R,4719.0,R,1912,R,57,R,9580216,R,5011.0,R,138,R,9,R,94459,R,684.0,R,1345,R,27,R,7665489,R,5699.0,R,1338,R,40,R,7648902,R,5717.0,R,7,R,0,R,16587,R,2370.0,R,136,R,3,R,603806,R,4440.0,R,136,R,4,R,603806,R,4440.0,R,0,R,0,R,0,A,,R,369.0,R,81.0,R,369.0,R,81.0,R,369.0,R,81.0,R,1915372.0,R,5191.0,R,252.0,R,56.0,R,1567461.0,R,6220.0,R,244.0,R,54.0,R,1562461.0,R,6404.0,R,10.0,R,2.0,R,5000.0,R,500.0,R,110.0,R,24.0,R,194975.0,R,1773.0,R,132.0,R,29.0,R,152936.0,R,1159.0,R,4.0,R,1.0,R,14659.0,R,3665.0,R,4.0,R,1.0,R,14659.0,R,3665.0,R,0.0,R,0.0,R,0.0,A,,2024
226578,R,7217,R,4997,R,2220,R,734,R,10,R,7217.0,R,4997.0,R,2220.0,R,734.0,R,10.0,A,,A,,A,,A,,A,,R,4320,R,60,R,32468490,R,7516.0,R,3565,R,71,R,30369751,R,8519.0,R,755,R,34,R,2098739,R,2780.0,R,2738,R,38,R,16686188,R,6094.0,R,2731,R,55,R,16670437,R,6104.0,R,7,R,0,R,15751,R,2250.0,R,1461,R,20,R,5722549,R,3917.0,R,1458,R,29,R,5703609,R,3912.0,R,3,R,0,R,18940,R,6313.0,R,636.0,R,87.0,R,626.0,R,85.0,R,605.0,R,82.0,R,4844139.0,R,8007.0,R,468.0,R,64.0,R,2855819.0,R,6102.0,R,457.0,R,62.0,R,2851419.0,R,6239.0,R,11.0,R,1.0,R,4400.0,R,400.0,R,290.0,R,40.0,R,1075816.0,R,3710.0,R,230.0,R,31.0,R,912504.0,R,3967.0,R,131.0,R,18.0,R,445351.0,R,3400.0,R,130.0,R,18.0,R,430225.0,R,3309.0,R,2.0,R,0.0,R,15126.0,R,7563.0,2024
226806,R,5219,R,5052,R,167,R,577,R,11,R,5219.0,R,5052.0,R,167.0,R,577.0,R,11.0,A,,A,,A,,A,,A,,R,2021,R,39,R,9250272,R,4577.0,R,1981,R,39,R,9216718,R,4653.0,R,40,R,24,R,33554,R,839.0,R,1107,R,21,R,5055932,R,4567.0,R,1107,R,22,R,5055932,R,4567.0,R,0,R,0,R,0,A,,R,111,R,2,R,682203,R,6146.0,R,111,R,2,R,682203,R,6146.0,R,0,R,0,R,0,A,,R,435.0,R,75.0,R,432.0,R,75.0,R,425.0,R,74.0,R,2941616.0,R,6921.0,R,272.0,R,47.0,R,1579829.0,R,5808.0,R,272.0,R,47.0,R,1544934.0,R,5680.0,R,26.0,R,5.0,R,34895.0,R,1342.0,R,132.0,R,23.0,R,329820.0,R,2499.0,R,264.0,R,46.0,R,1031967.0,R,3909.0,R,17.0,R,3.0,R,71663.0,R,4215.0,R,14.0,R,2.0,R,58432.0,R,4174.0,R,3.0,R,1.0,R,13231.0,R,4410.0,2024
226833,R,4507,R,4044,R,463,R,787,R,17,R,4507.0,R,4044.0,R,463.0,R,787.0,R,17.0,A,,A,,A,,A,,A,,R,3787,R,84,R,33605454,R,8874.0,R,3787,R,94,R,33605454,R,8874.0,R,0,R,0,R,0,A,,R,1832,R,41,R,10085207,R,5505.0,R,1832,R,45,R,10085207,R,5505.0,R,0,R,0,R,0,A,,R,1792,R,40,R,11496720,R,6416.0,R,1792,R,44,R,11496720,R,6416.0,R,0,R,0,R,0,A,,R,755.0,R,96.0,R,755.0,R,96.0,R,725.0,R,92.0,R,8001699.0,R,11037.0,R,453.0,R,58.0,R,2674805.0,R,5905.0,R,453.0,R,58.0,R,2664055.0,R,5881.0,R,15.0,R,2.0,R,10750.0,R,717.0,R,400.0,R,51.0,R,2003837.0,R,5010.0,R,535.0,R,68.0,R,3323057.0,R,6211.0,R,400.0,R,51.0,R,2330641.0,R,5827.0,R,390.0,R,50.0,R,1960886.0,R,5028.0,R,28.0,R,4.0,R,369755.0,R,13206.0,2024
227146,R,6549,R,3959,R,2590,R,798,R,12,R,6549.0,R,3959.0,R,2590.0,R,798.0,R,12.0,A,,A,,A,,A,,A,,R,2894,R,44,R,21713582,R,7503.0,R,2894,R,73,R,21713582,R,7503.0,R,0,R,0,R,0,A,,R,1997,R,30,R,10197681,R,5107.0,R,1997,R,50,R,10197681,R,5107.0,R,0,R,0,R,0,A,,R,1186,R,18,R,6570369,R,5540.0,R,1186,R,30,R,6570369,R,5540.0,R,0,R,0,R,0,A,,R,660.0,R,83.0,R,604.0,R,76.0,R,551.0,R,69.0,R,4307754.0,R,7818.0,R,476.0,R,60.0,R,2893338.0,R,6078.0,R,475.0,R,60.0,R,2834255.0,R,5967.0,R,62.0,R,8.0,R,59083.0,R,953.0,R,235.0,R,29.0,R,887682.0,R,3777.0,R,131.0,R,16.0,R,526734.0,R,4021.0,R,247.0,R,31.0,R,1219635.0,R,4938.0,R,245.0,R,31.0,R,1170549.0,R,4778.0,R,6.0,R,1.0,R,49086.0,R,8181.0,2024
227182,R,70991,R,47486,R,23505,R,5546,R,8,R,70991.0,R,47486.0,R,23505.0,R,5546.0,R,8.0,A,,A,,A,,A,,A,,R,20481,R,29,R,94314352,R,4605.0,R,20341,R,43,R,93910129,R,4617.0,R,140,R,1,R,404223,R,2887.0,R,16551,R,23,R,71925259,R,4346.0,R,16470,R,35,R,71627586,R,4349.0,R,81,R,0,R,297673,R,3675.0,R,5206,R,7,R,31652642,R,6080.0,R,5196,R,11,R,31598355,R,6081.0,R,10,R,0,R,54287,R,5429.0,R,3940.0,R,71.0,R,3477.0,R,63.0,R,3325.0,R,60.0,R,20996190.0,R,6315.0,R,3073.0,R,55.0,R,16521057.0,R,5376.0,R,2735.0,R,49.0,R,15757041.0,R,5761.0,R,749.0,R,14.0,R,764016.0,R,1020.0,R,1991.0,R,36.0,R,3339129.0,R,1677.0,R,1329.0,R,24.0,R,1136004.0,R,855.0,R,559.0,R,10.0,R,1815864.0,R,3248.0,R,558.0,R,10.0,R,1809089.0,R,3242.0,R,1.0,R,0.0,R,6775.0,R,6775.0,2024
227216,R,33858,R,33675,R,183,R,6706,R,20,R,33858.0,R,33675.0,R,183.0,R,6706.0,R,20.0,A,,A,,A,,A,,A,,R,23896,R,71,R,232846475,R,9744.0,R,23892,R,71,R,232837164,R,9745.0,R,4,R,2,R,9311,R,2328.0,R,12881,R,38,R,67740289,R,5259.0,R,12880,R,38,R,67739317,R,5259.0,R,1,R,1,R,972,R,972.0,R,12230,R,36,R,76122402,R,6224.0,R,12227,R,36,R,76106575,R,6224.0,R,3,R,2,R,15827,R,5276.0,R,6027.0,R,90.0,R,5970.0,R,89.0,R,5616.0,R,84.0,R,58451678.0,R,10408.0,R,3038.0,R,45.0,R,18067838.0,R,5947.0,R,3038.0,R,45.0,R,17494629.0,R,5759.0,R,610.0,R,9.0,R,573209.0,R,940.0,R,2429.0,R,36.0,R,13999748.0,R,5764.0,R,4727.0,R,70.0,R,26384092.0,R,5582.0,R,2960.0,R,44.0,R,18494307.0,R,6248.0,R,2869.0,R,43.0,R,14820069.0,R,5166.0,R,253.0,R,4.0,R,3674238.0,R,14523.0,2024
227225,R,3105,R,2135,R,970,R,346,R,11,R,3105.0,R,2135.0,R,970.0,R,346.0,R,11.0,A,,A,,A,,A,,A,,R,1607,R,52,R,7899459,R,4916.0,R,1607,R,75,R,7899459,R,4916.0,R,0,R,0,R,0,A,,R,1233,R,40,R,5738725,R,4654.0,R,1233,R,58,R,5738725,R,4654.0,R,0,R,0,R,0,A,,R,329,R,11,R,2369052,R,7201.0,R,329,R,15,R,2369052,R,7201.0,R,0,R,0,R,0,A,,R,329.0,R,95.0,R,301.0,R,87.0,R,284.0,R,82.0,R,2163843.0,R,7619.0,R,230.0,R,66.0,R,1591699.0,R,6920.0,R,230.0,R,66.0,R,1557146.0,R,6770.0,R,35.0,R,10.0,R,34553.0,R,987.0,R,89.0,R,26.0,R,225394.0,R,2533.0,R,73.0,R,21.0,R,346750.0,R,4750.0,R,57.0,R,16.0,R,439208.0,R,7705.0,R,51.0,R,15.0,R,358425.0,R,7028.0,R,6.0,R,2.0,R,80783.0,R,13464.0,2024
227304,R,8708,R,4176,R,4532,R,639,R,7,R,8708.0,R,4176.0,R,4532.0,R,639.0,R,7.0,A,,A,,A,,A,,A,,R,2701,R,31,R,13865028,R,5133.0,R,2632,R,63,R,13805608,R,5245.0,R,69,R,2,R,59420,R,861.0,R,1874,R,22,R,9681940,R,5166.0,R,1848,R,44,R,9568949,R,5178.0,R,26,R,1,R,112991,R,4346.0,R,134,R,2,R,334564,R,2497.0,R,132,R,3,R,328872,R,2491.0,R,2,R,0,R,5692,R,2846.0,R,451.0,R,71.0,R,446.0,R,70.0,R,444.0,R,69.0,R,2914333.0,R,6564.0,R,412.0,R,64.0,R,2154768.0,R,5230.0,R,266.0,R,42.0,R,1815083.0,R,6824.0,R,146.0,R,23.0,R,339685.0,R,2327.0,R,177.0,R,28.0,R,420880.0,R,2378.0,R,145.0,R,23.0,R,338685.0,R,2336.0,R,4.0,R,1.0,R,22500.0,R,5625.0,R,3.0,R,0.0,R,7500.0,R,2500.0,R,1.0,R,0.0,R,15000.0,R,15000.0,2024
227368,R,27034,R,27020,R,14,R,4376,R,16,R,27034.0,R,27020.0,R,14.0,R,4376.0,R,16.0,A,,A,,A,,A,,A,,R,21756,R,80,R,201189491,R,9248.0,R,21756,R,81,R,201189491,R,9248.0,R,0,R,0,R,0,A,,R,17593,R,65,R,105652212,R,6005.0,R,17593,R,65,R,105652212,R,6005.0,R,0,R,0,R,0,A,,R,7076,R,26,R,35030117,R,4951.0,R,7076,R,26,R,35030117,R,4951.0,R,0,R,0,R,0,A,,R,4150.0,R,95.0,R,4137.0,R,95.0,R,4054.0,R,93.0,R,47280785.0,R,11663.0,R,3334.0,R,76.0,R,22523924.0,R,6756.0,R,3317.0,R,76.0,R,22282331.0,R,6718.0,R,126.0,R,3.0,R,241593.0,R,1917.0,R,3560.0,R,81.0,R,16817635.0,R,4724.0,R,2424.0,R,55.0,R,7939226.0,R,3275.0,R,609.0,R,14.0,R,2378402.0,R,3905.0,R,608.0,R,14.0,R,2367402.0,R,3894.0,R,1.0,R,0.0,R,11000.0,R,11000.0,2024
227377,R,8169,R,3431,R,4738,R,611,R,7,R,8169.0,R,3431.0,R,4738.0,R,611.0,R,7.0,A,,A,,A,,A,,A,,R,2556,R,31,R,15549544,R,6084.0,R,2544,R,74,R,15529835,R,6104.0,R,12,R,0,R,19709,R,1642.0,R,2322,R,28,R,12231103,R,5267.0,R,2312,R,67,R,12213461,R,5283.0,R,10,R,0,R,17642,R,1764.0,R,514,R,6,R,2359125,R,4590.0,R,514,R,15,R,2359125,R,4590.0,R,0,R,0,R,0,A,,R,553.0,R,91.0,R,542.0,R,89.0,R,518.0,R,85.0,R,4211005.0,R,8129.0,R,518.0,R,85.0,R,3499953.0,R,6757.0,R,503.0,R,82.0,R,3381453.0,R,6723.0,R,129.0,R,21.0,R,118500.0,R,919.0,R,255.0,R,42.0,R,711052.0,R,2788.0,R,0.0,R,0.0,R,0.0,A,,R,58.0,R,9.0,R,248248.0,R,4280.0,R,58.0,R,9.0,R,248248.0,R,4280.0,R,0.0,R,0.0,R,0.0,A,,2024
227386,R,2356,R,1378,R,978,R,319,R,14,R,2356.0,R,1378.0,R,978.0,R,319.0,R,14.0,A,,A,,A,,A,,A,,R,2039,R,87,R,8089492,R,3967.0,R,1065,R,77,R,6198096,R,5820.0,R,974,R,100,R,1891396,R,1942.0,R,725,R,31,R,3578782,R,4936.0,R,721,R,52,R,3574671,R,4958.0,R,4,R,0,R,4111,R,1028.0,R,173,R,7,R,846389,R,4892.0,R,173,R,13,R,846389,R,4892.0,R,0,R,0,R,0,A,,R,296.0,R,93.0,R,276.0,R,87.0,R,276.0,R,87.0,R,2055918.0,R,7449.0,R,195.0,R,61.0,R,1205432.0,R,6182.0,R,195.0,R,61.0,R,1183906.0,R,6071.0,R,18.0,R,6.0,R,21526.0,R,1196.0,R,90.0,R,28.0,R,212571.0,R,2362.0,R,188.0,R,59.0,R,637915.0,R,3393.0,R,32.0,R,10.0,R,131886.0,R,4121.0,R,32.0,R,10.0,R,131886.0,R,4121.0,R,0.0,R,0.0,R,0.0,A,,2024
227401,R,4456,R,2264,R,2192,R,439,R,10,R,4456.0,R,2264.0,R,2192.0,R,439.0,R,10.0,A,,A,,A,,A,,A,,R,1479,R,33,R,8663379,R,5858.0,R,1410,R,62,R,8579332,R,6085.0,R,69,R,3,R,84047,R,1218.0,R,1144,R,26,R,5776859,R,5050.0,R,1123,R,50,R,5715159,R,5089.0,R,21,R,1,R,61700,R,2938.0,R,106,R,2,R,553709,R,5224.0,R,106,R,5,R,553709,R,5224.0,R,0,R,0,R,0,A,,R,349.0,R,79.0,R,348.0,R,79.0,R,341.0,R,78.0,R,2590230.0,R,7596.0,R,271.0,R,62.0,R,1663802.0,R,6139.0,R,271.0,R,62.0,R,1661402.0,R,6131.0,R,5.0,R,1.0,R,2400.0,R,480.0,R,86.0,R,20.0,R,406371.0,R,4725.0,R,155.0,R,35.0,R,520057.0,R,3355.0,R,15.0,R,3.0,R,60500.0,R,4033.0,R,15.0,R,3.0,R,60500.0,R,4033.0,R,0.0,R,0.0,R,0.0,A,,2024
227526,R,8527,R,8527,R,0,R,1903,R,22,R,8527.0,R,8527.0,R,0.0,R,1903.0,R,22.0,A,,A,,A,,A,,A,,R,8129,R,95,R,74952337,R,9220.0,R,8129,R,95,R,74952337,R,9220.0,R,0,Z,0,R,0,A,,R,5594,R,66,R,32404081,R,5793.0,R,5594,R,66,R,32404081,R,5793.0,R,0,Z,0,R,0,A,,R,5808,R,68,R,37385640,R,6437.0,R,5808,R,68,R,37385640,R,6437.0,R,0,Z,0,R,0,A,,R,1667.0,R,88.0,R,1667.0,R,88.0,R,1560.0,R,82.0,R,24598969.0,R,15769.0,R,1560.0,R,82.0,R,8327198.0,R,5338.0,R,1332.0,R,70.0,R,7761733.0,R,5827.0,R,280.0,R,15.0,R,565465.0,R,2020.0,R,1212.0,R,64.0,R,8944669.0,R,7380.0,R,987.0,R,52.0,R,7327102.0,R,7424.0,R,1290.0,R,68.0,R,8131747.0,R,6304.0,R,1290.0,R,68.0,R,7040125.0,R,5457.0,R,63.0,R,3.0,R,1091622.0,R,17327.0,2024
227687,R,2498,R,935,R,1563,R,328,R,13,R,2498.0,R,935.0,R,1563.0,R,328.0,R,13.0,A,,A,,A,,A,,A,,R,1415,R,57,R,5240630,R,3704.0,R,622,R,67,R,2942798,R,4731.0,R,793,R,51,R,2297832,R,2898.0,R,419,R,17,R,2340689,R,5586.0,R,208,R,22,R,1228993,R,5909.0,R,211,R,13,R,1111696,R,5269.0,R,163,R,7,R,936785,R,5747.0,R,70,R,7,R,352824,R,5040.0,R,93,R,6,R,583961,R,6279.0,R,266.0,R,81.0,R,234.0,R,71.0,R,234.0,R,71.0,R,2047136.0,R,8748.0,R,147.0,R,45.0,R,925204.0,R,6294.0,R,147.0,R,45.0,R,865366.0,R,5887.0,R,34.0,R,10.0,R,59838.0,R,1760.0,R,55.0,R,17.0,R,227031.0,R,4128.0,R,125.0,R,38.0,R,894901.0,R,7159.0,R,49.0,R,15.0,R,286887.0,R,5855.0,R,46.0,R,14.0,R,225475.0,R,4902.0,R,7.0,R,2.0,R,61412.0,R,8773.0,2024
227854,R,14281,R,10772,R,3509,R,585,R,4,R,14281.0,R,10772.0,R,3509.0,R,585.0,R,4.0,A,,A,,A,,A,,A,,R,4667,R,33,R,22294410,R,4777.0,R,4331,R,40,R,20845586,R,4813.0,R,336,R,10,R,1448824,R,4312.0,R,3134,R,22,R,14417044,R,4600.0,R,2925,R,27,R,13474115,R,4607.0,R,209,R,6,R,942929,R,4512.0,R,385,R,3,R,2437047,R,6330.0,R,356,R,3,R,2261559,R,6353.0,R,29,R,1,R,175488,R,6051.0,R,541.0,R,92.0,R,541.0,R,92.0,R,538.0,R,92.0,R,3878026.0,R,7208.0,R,414.0,R,71.0,R,2591492.0,R,6260.0,R,412.0,R,70.0,R,2472139.0,R,6000.0,R,127.0,R,22.0,R,119353.0,R,940.0,R,358.0,R,61.0,R,1079345.0,R,3015.0,R,161.0,R,28.0,R,207189.0,R,1287.0,R,12.0,R,2.0,R,52899.0,R,4408.0,R,12.0,R,2.0,R,52899.0,R,4408.0,R,0.0,R,0.0,R,0.0,A,,2024
227881,R,18179,R,18138,R,41,R,3398,R,19,R,18179.0,R,18138.0,R,41.0,R,3398.0,R,19.0,A,,A,,A,,A,,A,,R,12451,R,68,R,108618918,R,8724.0,R,12451,R,69,R,108618918,R,8724.0,R,0,R,0,R,0,A,,R,7514,R,41,R,42098200,R,5603.0,R,7514,R,41,R,42098200,R,5603.0,R,0,R,0,R,0,A,,R,8299,R,46,R,56174931,R,6769.0,R,8299,R,46,R,56174931,R,6769.0,R,0,R,0,R,0,A,,R,2873.0,R,85.0,R,2686.0,R,79.0,R,2230.0,R,66.0,R,23792515.0,R,10669.0,R,1687.0,R,50.0,R,9884865.0,R,5859.0,R,1687.0,R,50.0,R,9806365.0,R,5813.0,R,62.0,R,2.0,R,78500.0,R,1266.0,R,1991.0,R,59.0,R,12370533.0,R,6213.0,R,288.0,R,8.0,R,1537117.0,R,5337.0,R,1836.0,R,54.0,R,10471734.0,R,5704.0,R,1834.0,R,54.0,R,10217106.0,R,5571.0,R,17.0,R,1.0,R,254628.0,R,14978.0,2024
227924,R,18975,R,16067,R,2908,R,1533,R,8,R,18975.0,R,16067.0,R,2908.0,R,1533.0,R,8.0,A,,A,,A,,A,,A,,R,9260,R,49,R,45119545,R,4873.0,R,8760,R,55,R,43040997,R,4913.0,R,500,R,17,R,2078548,R,4157.0,R,6502,R,34,R,31872898,R,4902.0,R,6175,R,38,R,30424461,R,4927.0,R,327,R,11,R,1448437,R,4429.0,R,903,R,5,R,5686982,R,6298.0,R,839,R,5,R,5274285,R,6286.0,R,64,R,2,R,412697,R,6448.0,R,1366.0,R,89.0,R,1366.0,R,89.0,R,1361.0,R,89.0,R,9404289.0,R,6910.0,R,1010.0,R,66.0,R,6354373.0,R,6291.0,R,1010.0,R,66.0,R,6218536.0,R,6157.0,R,153.0,R,10.0,R,135837.0,R,888.0,R,901.0,R,59.0,R,2677363.0,R,2972.0,R,337.0,R,22.0,R,372553.0,R,1105.0,R,43.0,R,3.0,R,228064.0,R,5304.0,R,43.0,R,3.0,R,228064.0,R,5304.0,R,0.0,R,0.0,R,0.0,A,,2024
227979,R,31494,R,23070,R,8424,R,4164,R,13,R,31494.0,R,23070.0,R,8424.0,R,4164.0,R,13.0,A,,A,,A,,A,,A,,R,17924,R,57,R,83439934,R,4655.0,R,10336,R,45,R,74488892,R,7207.0,R,7588,R,90,R,8951042,R,1180.0,R,10001,R,32,R,68487548,R,6848.0,R,9434,R,41,R,64954398,R,6885.0,R,567,R,7,R,3533150,R,6231.0,R,650,R,2,R,3983265,R,6128.0,R,604,R,3,R,3706828,R,6137.0,R,46,R,1,R,276437,R,6010.0,R,3391.0,R,81.0,R,2722.0,R,65.0,R,2701.0,R,65.0,R,23895726.0,R,8847.0,R,2539.0,R,61.0,R,20732208.0,R,8166.0,R,2538.0,R,61.0,R,20550097.0,R,8097.0,R,211.0,R,5.0,R,182111.0,R,863.0,R,1264.0,R,30.0,R,3048123.0,R,2411.0,R,53.0,R,1.0,R,115395.0,R,2177.0,R,64.0,R,2.0,R,409264.0,R,6395.0,R,64.0,R,2.0,R,399264.0,R,6239.0,R,2.0,R,0.0,R,10000.0,R,5000.0,2024
228158,R,8866,R,6124,R,2742,R,1043,R,12,R,8866.0,R,6124.0,R,2742.0,R,1043.0,R,12.0,A,,A,,A,,A,,A,,R,4289,R,48,R,35937579,R,8379.0,R,4181,R,68,R,35736472,R,8547.0,R,108,R,4,R,201107,R,1862.0,R,3410,R,38,R,16664349,R,4887.0,R,3410,R,56,R,16664349,R,4887.0,R,0,R,0,R,0,A,,R,1290,R,15,R,7199571,R,5581.0,R,1290,R,21,R,7199571,R,5581.0,R,0,R,0,R,0,A,,R,885.0,R,85.0,R,848.0,R,81.0,R,818.0,R,78.0,R,5819383.0,R,7114.0,R,703.0,R,67.0,R,4202088.0,R,5977.0,R,702.0,R,67.0,R,4056273.0,R,5778.0,R,265.0,R,25.0,R,145815.0,R,550.0,R,323.0,R,31.0,R,1265791.0,R,3919.0,R,145.0,R,14.0,R,351504.0,R,2424.0,R,212.0,R,20.0,R,1062366.0,R,5011.0,R,212.0,R,20.0,R,1062366.0,R,5011.0,Z,0.0,R,0.0,Z,0.0,A,,2024
